List,Target,Word,Lexicality,Stratum,Root,KM_Dom_PoS,WF,CD,N,N_WF,N_CD,Length,Lemma,Ġabra_PoS,Gloss,NomGender,NomNumber,AdpPerson,AdpGender,AdpNumber,SubPerson,SubGender,SubNumber,DirPerson,DirGender,DirNumber,IndPerson,IndGender,IndNumber,Aspect,Polarity,SwapNeighbor,SwapOutcome,SwapWF,SwapCD
52,18735,titħares,Real,Semitic,ħ-r-s,VERB,427,382,4,474,439,8,tħares,VERB,to be kept under surveillance,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
11,11355,titħarrek,Real,Semitic,ħ-r-k,VERB,123,110,6,294,261,9,tħarrek,VERB,to stir,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
37,17122,titħassar,Real,Semitic,ħ-s-r,VERB,1061,846,9,1521,1146,9,tħassar,VERB,to rot,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
23,14195,titħasseb,Real,Semitic,ħ-s-b,VERB,156,126,5,358,339,9,tħasseb,VERB,to worry,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
17,12924,titilfuha,Real,Semitic,t-l-f,VERB,5,4,4,295,283,9,tilef,VERB,to lose,-,-,-,-,-,p2,-,pl,p3,f,sg,-,-,-,impf,pos,-,-,-,-
22,14028,titjib,Real,Semitic,t-j-b,NOUN,14976,8494,29,4422,3506,6,titjib,NOUN,improvement,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
55,20014,titjieb,Real,Semitic,t-j-b,VERB,3475,2940,18,17311,10513,7,tjieb,VERB,to become better at sth.,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
53,19461,titjir,Real,Semitic,t-j-r,NOUN,431,252,10,21388,12235,6,titjir,NOUN,flying,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3,10078,titjira,Real,Semitic,t-j-r,NOUN,5226,2767,15,614,403,7,titjira,NOUN,flight,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,15176,titjiriet,Real,Semitic,t-j-r,NOUN,4643,2346,17,124,113,9,titjira,NOUN,flight,f,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,15872,titkabbar,Real,Semitic,k-b-r,VERB,615,463,11,1508,1350,9,tkabbar,VERB,to become vain,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
19,14861,titkaxkar,Real,Uncertain,k-x-k-r,VERB,79,75,7,196,177,9,tkaxkar,VERB,to drag oneself along,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
51,18899,titkebbeb,Real,Semitic,k-b-b,VERB,10,10,3,26,24,9,tkebbeb,VERB,"to be wound (used of thread, wool etc)",-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
52,17486,titkellem,Real,Semitic,k-l-m,VERB,14877,6862,24,58302,19708,9,tkellem,VERB,to speak,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
49,19642,titkellimx,Real,Semitic,k-l-m,VERB,432,389,5,909,842,10,tkellem,VERB,to speak,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,neg,-,-,-,-
29,15311,titkisser,Real,Semitic,k-s-r,VERB,418,365,5,584,517,9,tkisser,VERB,to be broken,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
23,14949,titkompla,Real,Non-Semitic,k-m-pl-j,VERB,1251,1081,6,3619,2547,9,tkompla,VERB,to be continued,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
40,16981,titlaq,Real,Semitic,t-l-q,VERB,3473,2513,18,12240,8979,6,telaq,VERB,to leave,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
48,17101,titlef,Real,Semitic,t-l-f,VERB,3979,3082,17,19574,14692,6,tilef,VERB,to lose,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
38,19264,titlesta,Real,Non-Semitic,l-s-t-j,VERB,1792,1424,7,9405,5107,8,tlesta,VERB,to be finished,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
40,18922,titli,Real,Semitic,t-l-j,VERB,905,721,45,14358,8321,5,tila-2,VERB,varnish,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
14,14005,titlifx,Real,Semitic,t-l-f,VERB,256,247,6,698,651,7,tilef,VERB,to lose,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,neg,-,-,-,-
41,17332,titlob,Real,Semitic,t-l-b,VERB,14318,8974,23,44345,16430,6,talab,VERB,to request,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
41,17757,titlu,Real,Non-Semitic,No Root,NOUN,8844,5797,39,17677,6920,5,titlu,NOUN,title,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,19823,titnaddaf,Real,Semitic,n-d-f,VERB,716,585,5,935,768,9,tnaddaf,VERB,to be cleaned,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
19,14927,titnaqqas,Real,Semitic,n-q-s,VERB,3602,2776,17,5561,4206,9,tnaqqas,VERB,to be reduced,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
44,19309,titneħħilu,Real,Semitic,n-ħ-j,VERB,18,17,6,71,67,10,tneħħa,VERB,to be removed,-,-,-,-,-,p2,-,sg,-,-,-,p3,m,sg,impf,pos,-,-,-,-
54,19855,titniffes,Real,Semitic,n-f-s,VERB,9,9,3,98,89,9,tniffes,VERB,to budge,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
3,10326,titniżżel,Real,Semitic,n-ż-l,VERB,713,565,5,1138,892,9,tniżżel,VERB,to be registered,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
33,16419,titolbu,Real,Semitic,t-l-b,VERB,432,386,7,31450,16146,7,talab,VERB,to request,-,-,-,-,-,p2,-,pl,-,-,-,-,-,-,impf,pos,-,-,-,-
9,11787,titolbuhom,Real,Semitic,t-l-b,VERB,10,10,2,444,406,10,talab,VERB,to request,-,-,-,-,-,p2,-,pl,p3,-,pl,-,-,-,impf,pos,-,-,-,-
5,10488,titpatta,Real,Non-Semitic,p-t-j,VERB,21,18,6,1465,1240,8,tpatta,VERB,to be paid back,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
37,16198,titpinġa,Real,Non-Semitic,p-n-ġ-j,VERB,28,27,4,72,63,8,tpinġa,VERB,to be painted,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
43,19925,titqabbad,Real,Semitic,q-b-d,VERB,133,118,4,379,338,9,tqabbad,VERB,to be engaged to carry out a task,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
30,16921,titqalleb,Real,Semitic,q-l-b,VERB,27,26,2,101,92,9,tqalleb,VERB,to toss and turn,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
21,14554,titqassam,Real,Semitic,q-s-m,VERB,682,597,8,1797,1502,9,tqassam,VERB,to be distributed,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
2,10377,titqassamx,Real,Semitic,q-s-m,VERB,12,11,2,762,677,10,tqassam,VERB,to be distributed,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,neg,-,-,-,-
36,16314,titqiegħed,Real,Semitic,q-għ-d,VERB,1796,1313,16,2797,2053,10,tqiegħed,VERB,to be placed,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
33,16667,titranġa,Real,Non-Semitic,r-n-ġ-j,VERB,979,865,12,2423,2053,8,tranġa,VERB,to be arranged,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
4,11033,titressaq,Real,Semitic,r-s-q,VERB,2877,1966,9,3452,2744,9,tressaq,VERB,to be brought close to sth. or sb.,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
19,14799,tittama,Real,Semitic,t-m-j,VERB,659,609,14,11854,7423,7,ttama,VERB,to hope,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
10,12272,tittejjeb,Real,Semitic,t-j-b,VERB,665,544,6,2002,1762,9,ttejjeb,VERB,to be made better,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
18,14964,tittieħed,Real,Semitic,'-ħ-d,VERB,15369,8763,31,13332,9707,9,ttieħed,VERB,to be taken,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
40,17208,tittiekel,Real,Semitic,t-k-l,VERB,264,184,5,562,413,9,ttiekel,VERB,to be eaten,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
33,15969,titwaħħal,Real,Semitic,w-ħ-l,VERB,1325,889,14,1132,859,9,twaħħal,VERB,to be stuck,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
32,15411,titwal,Real,Semitic,t-w-l,VERB,458,391,18,4357,3502,6,twal,VERB,to grow tall,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
37,16227,titwaqqaf,Real,Semitic,w-q-f,VERB,3375,2486,18,6016,4307,9,twaqqaf,VERB,to be stopped,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
38,17919,titwarrab,Real,Semitic,w-r-b,VERB,288,267,4,584,536,9,twarrab,VERB,to be set aside,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
50,15869,titwassal,Real,Semitic,w-s-l,VERB,525,461,5,2011,1761,9,twassal,VERB,to be given a lift,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
41,15766,titwemmen,Real,Semitic,w-m-n,VERB,272,252,5,330,293,9,twemmen,VERB,to be caused to believe,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
18,14152,titwettaq,Real,Semitic,w-t-q,VERB,3178,2472,11,4878,3567,9,twettaq,VERB,to be accomplished,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
32,15818,titwieled,Real,Semitic,w-l-d,VERB,1096,797,6,777,618,9,twieled,VERB,to be born,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
17,13812,tivjaġġa,Real,Non-Semitic,No Root,VERB,58,52,5,486,418,8,vjaġġa,VERB,to travel,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
16,13939,tivverifika,Real,Non-Semitic,No Root,VERB,1354,1078,12,3284,2471,11,ivverifika,VERB,to verify,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
42,19504,tivvinta,Real,Non-Semitic,No Root,VERB,265,243,10,1530,1301,8,ivvinta,VERB,to invent,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
36,15340,tivvota,Real,Non-Semitic,No Root,VERB,3086,1696,10,12003,7046,7,ivvota,VERB,to vote,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
38,16319,tiwi,Real,Semitic,t-w-j,NOUN,9,6,38,190445,51672,4,tiwi,NOUN,folding,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10,11518,tixbah,Real,Semitic,x-b-h,VERB,409,357,10,1049,956,6,xebah,VERB,to resemble,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
46,18061,tixgħel,Real,Semitic,x-għ-l,VERB,746,625,15,943,760,7,xegħel,VERB,to light,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
41,19655,tixhed,Real,Semitic,x-h-d,VERB,1537,1237,6,4585,3259,6,xehed,VERB,to testify,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
54,19898,tixhedx,Real,Semitic,x-h-d,VERB,25,19,4,1625,1306,7,xehed,VERB,to testify,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,neg,-,-,-,-
16,13228,tixħim,Real,Semitic,x-ħ-m,NOUN,1573,959,5,34,33,6,tixħim,NOUN,fattening,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
24,20804,tixjieħ,Real,Semitic,x-j-ħ,VERB,448,384,10,202,171,7,xjieħ,VERB,to grow old,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
4,10281,tixqiq,Real,Semitic,x-q-q,NOUN,9,4,5,27,10,6,tixqiq,NOUN,cracking,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
41,19656,tixraq,Real,Semitic,x-r-q,VERB,490,470,7,4408,3484,6,xeraq,VERB,"to suit sb. (used especially of clothes, hairstyles and other visible attributes)",-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
6,10176,tixrid,Real,Semitic,x-r-d,NOUN,2641,1678,20,166,115,6,tixrid,NOUN,scattering,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,10684,tixrob,Real,Semitic,x-r-b,VERB,786,607,8,1932,1451,6,xorob,VERB,to drink,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
42,16316,tixwix,Real,Semitic,x-w-j,VERB,393,303,14,80,67,6,xewa,VERB,to roast,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,neg,-,-,-,-
7,11417,tixxaħħam,Real,Semitic,x-ħ-m,VERB,9,9,6,170,151,9,xxaħħam,VERB,to be larded,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
2,10022,tixxandar,Real,Semitic,x-n-d-r,VERB,806,736,4,2004,1753,9,xxandar,VERB,to be broadcast,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
10,12350,tixxennaq,Real,Semitic,x-n-q,VERB,44,40,5,69,63,9,xxennaq,VERB,to crave,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
6,10696,tiżdied,Real,Semitic,ż-j-d,VERB,11258,7515,18,16166,10011,7,żdied,VERB,to be increased,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
36,16762,tiżen,Real,Semitic,w-ż-n,VERB,577,464,20,2977,1952,5,wiżen,VERB,to weigh,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
17,13331,tiżfen,Real,Semitic,ż-f-n,VERB,280,209,10,1211,1010,6,żifen,VERB,to dance,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
44,17063,tiżjin,Real,Semitic,ż-j-n,NOUN,777,586,9,84,78,6,tiżjin,NOUN,decoration,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,15856,tiżmim,Real,Semitic,ż-m-m,NOUN,353,126,3,5,5,6,tiżmim,NOUN,holding,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
14,13150,tjieb,Real,Semitic,t-j-b,VERB,362,331,14,554,509,5,tjieb,VERB,to become better at sth.,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
7,11370,tjiebet,Real,Semitic,t-j-b,VERB,642,569,7,227,157,7,tjieb,VERB,to become better at sth.,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
8,12086,tjiebu,Real,Semitic,t-j-b,VERB,358,332,8,497,448,6,tjieb,VERB,to become better at sth.,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
14,12444,tjubija,Real,Semitic,t-j-b,NOUN,473,369,1,1,1,7,tjubija,NOUN,goodness,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1,10100,tjur,Real,Semitic,t-j-r,NOUN,4945,1592,20,32895,16344,4,tjur,NOUN,poultry,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,16267,tkabbar,Real,Semitic,k-b-r,VERB,2178,1821,23,28471,17443,7,kabbar,VERB,"to grow sth. (especially vegetables, fruit, etc)",-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
25,21472,tkabbarha,Real,Semitic,k-b-r,VERB,290,135,7,117,105,9,kabbar,VERB,"to grow sth. (especially vegetables, fruit, etc)",-,-,-,-,-,p2,-,sg,p3,f,sg,-,-,-,impf,pos,-,-,-,-
42,18307,tkabbarx,Real,Semitic,k-b-r,VERB,24,20,9,2250,1891,8,kabbar,VERB,"to grow sth. (especially vegetables, fruit, etc)",-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,neg,-,-,-,-
16,13820,tkabbir,Real,Semitic,k-b-r,NOUN,18216,8526,24,2643,2242,7,tkabbir,NOUN,enlargement,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
54,19846,tkarkar,Real,Semitic,k-r-k-r,VERB,327,306,9,1154,858,7,karkar,VERB,to drag,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
35,16110,tkarkir,Real,Semitic,k-r-k-r,NOUN,372,148,7,895,767,7,tkarkir,NOUN,dragging,m,coll,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
51,21419,tkattar,Real,Semitic,k-t-r,VERB,427,404,15,2137,1762,7,tkattar,VERB,to be increased,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
21,14479,tkattir,Real,Semitic,k-t-r,NOUN,1096,817,3,446,418,7,tkattir,NOUN,increase,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
40,19056,tkaxkar,Real,Uncertain,k-x-k-r,VERB,479,446,13,2210,1987,7,kaxkar,VERB,to drag,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
16,13883,tkaxkir,Real,Uncertain,k-x-k-r,NOUN,561,454,10,1357,1010,7,tkaxkir,NOUN,dragging,m,coll,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
47,17804,tkaxkira,Real,Uncertain,k-x-k-r,NOUN,499,409,7,569,462,8,tkaxkir,NOUN,dragging,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,19572,tkaża,Real,Uncertain,No Root,VERB,268,238,7,262,236,5,tkaża,VERB,to evince shock at other people's misdeeds,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
33,16346,tkażat,Real,Uncertain,No Root,VERB,27,25,7,475,425,6,tkaża,VERB,to evince shock at other people's misdeeds,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
55,21110,tkebbeb,Real,Semitic,k-b-b,VERB,15,13,8,126,90,7,tkebbeb,VERB,"to be wound (used of thread, wool etc)",-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
19,14834,tkeċċa,Real,Non-Semitic,k-ċ-j,VERB,1629,1323,8,643,599,6,tkeċċa,VERB,to be sent off,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
30,16942,tkeċċew,Real,Non-Semitic,k-ċ-j,VERB,890,665,4,191,174,7,tkeċċa,VERB,to be sent off,-,-,-,-,-,p3,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
36,16431,tkeċċi,Real,Non-Semitic,k-ċ-j,VERB,290,265,10,2734,2303,6,keċċa,VERB,to chase off,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
15,13694,tkeċċija,Real,Non-Semitic,k-ċ-j,NOUN,1957,1250,13,190,173,8,tkeċċija,NOUN,expulsion,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,14418,tkeċċijiet,Real,Non-Semitic,k-ċ-j,NOUN,246,179,3,9,9,10,tkeċċija,NOUN,expulsion,mf,pl,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27,15240,tkejjel,Real,Semitic,k-j-l,VERB,731,581,12,15093,7757,7,kejjel,VERB,to measure,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
39,16317,tkell,Real,Semitic,k-l-l,VERB,56,56,13,1455,1070,5,kelel,VERB,to put a crown on sb.,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
34,17452,tkellem,Real,Semitic,k-l-m,VERB,27450,17522,23,2978,2680,7,kellem,VERB,to speak to sb.,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
11,11538,tkellimna,Real,Semitic,k-l-m,VERB,5886,3741,21,860,745,9,tkellem,VERB,to speak,-,-,-,-,-,p1,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
43,18776,tkellimt,Real,Semitic,k-l-m,VERB,6696,3618,16,1549,1303,8,tkellem,VERB,to speak,-,-,-,-,-,p1,-,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
37,16496,tkellimtux,Real,Semitic,k-l-m,VERB,16,15,3,386,317,10,tkellem,VERB,to speak,-,-,-,-,-,p2,-,pl,-,-,-,-,-,-,perf,neg,-,-,-,-
25,21475,tkellimtx,Real,Semitic,k-l-m,VERB,205,185,8,7319,4147,9,tkellem,VERB,to speak,-,-,-,-,-,p1,-,sg,-,-,-,-,-,-,perf,neg,-,-,-,-
16,13487,tkellimx,Real,Semitic,k-l-m,VERB,449,396,9,7098,3986,8,kellem,VERB,to speak to sb.,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,neg,-,-,-,-
7,12080,tkellmet,Real,Semitic,k-l-m,VERB,4581,3803,10,391,354,8,tkellem,VERB,to speak,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
36,18153,tkellmu,Real,Semitic,k-l-m,VERB,9336,7089,16,2686,2379,7,kellem,VERB,to speak to sb.,-,-,-,-,-,p2,-,pl,-,-,-,-,-,-,impf,pos,-,-,-,-
38,18201,tkellmuna,Real,Semitic,k-l-m,VERB,8,8,7,344,315,9,kellem,VERB,to speak to sb.,-,-,-,-,-,p2,-,pl,p1,-,pl,-,-,-,impf,pos,-,-,-,-
30,16934,tkellmux,Real,Semitic,k-l-m,VERB,254,220,8,9440,7182,8,kellem,VERB,to speak to sb.,-,-,-,-,-,p2,-,pl,-,-,-,-,-,-,impf,neg,-,-,-,-
35,21517,tkessaħ,Real,Semitic,k-s-ħ,VERB,99,78,8,716,338,7,tkessaħ,VERB,to show off,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
7,12317,tkessiħ,Real,Semitic,k-s-ħ,NOUN,381,142,7,191,126,7,tkessiħ,NOUN,becoming cold,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
54,21709,tkexkex,Real,Semitic,k-x-k-x,VERB,106,100,6,170,153,7,tkexkex,VERB,to become terrified,-,-,-,-,-,p3,m,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
21,14217,tkisser,Real,Semitic,k-s-r,VERB,1653,1353,15,34507,15015,7,kisser,VERB,to break,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
41,16653,tkissir,Real,Semitic,k-s-r,NOUN,1594,1119,8,1712,1410,7,tkissir,NOUN,breaking,m,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
32,55241,tkissira,Real,Semitic,k-s-r,NotInCorpus,0,0,6,1716,1237,8,tkissir,NOUN,breaking,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
35,15808,tkompliet,Real,Non-Semitic,k-m-pl-j,VERB,277,259,4,10488,8582,9,tkompla,VERB,to be continued,-,-,-,-,-,p3,f,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
29,15305,tkomplija,Real,Non-Semitic,k-m-pl-j,NOUN,1546,1178,10,33,31,9,tkomplija,NOUN,continuation,f,sg,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
45,19097,tkomplix,Real,Non-Semitic,k-m-pl-j,VERB,1072,976,16,30058,19916,8,kompla,VERB,to continue sth.,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,neg,-,-,-,-
41,17348,tkomplu,Real,Non-Semitic,k-m-pl-j,VERB,287,262,11,65112,42068,7,kompla,VERB,to continue sth.,-,-,-,-,-,p2,-,pl,-,-,-,-,-,-,impf,pos,-,-,-,-
39,19382,tkopri,Real,Non-Semitic,k-p-r-j,VERB,5142,3512,15,6498,5202,6,kopra,VERB,to cover,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
37,18030,tkoprix,Real,Non-Semitic,k-p-r-j,VERB,300,260,13,5429,3778,7,kopra,VERB,to cover,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,neg,-,-,-,-
4,11054,tkun,Real,Semitic,k-w-n,KIEN,358397,78511,66,913706,191184,4,kien,VERB,to be,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
11,11487,tkunu,Real,Semitic,k-w-n,KIEN,2351,1569,22,805512,207783,5,kien,VERB,to be,-,-,-,-,-,p2,-,pl,-,-,-,-,-,-,impf,pos,-,-,-,-
14,13988,tkunx,Real,Semitic,k-w-n,KIEN,25919,11083,26,421211,102483,5,kien,VERB,to be,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,neg,-,-,-,-
23,15024,tlabna,Real,Semitic,t-l-b,VERB,1434,1108,11,2968,2188,6,talab,VERB,to request,-,-,-,-,-,p1,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
43,17660,tlabt,Real,Semitic,t-l-b,VERB,4481,2403,12,2875,2218,5,talab,VERB,to request,-,-,-,-,-,p1,-,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
39,17012,tlabtha,Real,Semitic,t-l-b,VERB,167,132,6,28,27,7,talab,VERB,to request,-,-,-,-,-,p1,-,sg,p3,f,sg,-,-,-,perf,pos,-,-,-,-
37,16952,tlabtu,Real,Semitic,t-l-b,VERB,831,699,12,4872,2749,6,talab,VERB,to request,-,-,-,-,-,p2,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
34,19679,tlaħħaq,Real,Semitic,l-ħ-q,VERB,3623,2837,17,5236,4525,7,laħħaq,VERB,to enable timely arrival,-,-,-,-,-,p2,-,sg,-,-,-,-,-,-,impf,pos,-,-,-,-
13,12500,tlajna,Real,Semitic,t-l-għ,VERB,1379,964,15,8020,5393,6,tela',VERB,to go up,-,-,-,-,-,p1,-,pl,-,-,-,-,-,-,perf,pos,-,-,-,-
49,15841,tlajt,Real,Semitic,t-l-għ,VERB,845,640,14,19075,8464,5,tela',VERB,to go up,-,-,-,-,-,p1,-,sg,-,-,-,-,-,-,perf,pos,-,-,-,-
